Epoch,Iteration,TD Loss,CQL Penalty,Critic Loss,Actor Loss,Q1 Value,Q2 Value,Action_Mean,Action_Std,Entropy
53,0,6.330997467041016,8.577213287353516,8.475300788879395,31.39824867248535,-35.56247329711914,-35.11122512817383,-0.5335267782211304,0.8032868504524231,-21.215068817138672
54,0,13.651893615722656,9.85647964477539,16.116012573242188,32.153175354003906,-36.379154205322266,-35.78079605102539,-0.5395240783691406,0.8073568344116211,-21.40523910522461
55,0,1.6713552474975586,6.713403701782227,3.3497061729431152,32.838905334472656,-37.06964874267578,-36.39118957519531,-0.5393821001052856,0.8042333126068115,-21.353439331054688
56,0,12.588353157043457,10.001964569091797,15.088844299316406,33.381473541259766,-37.664833068847656,-37.0991096496582,-0.5380943417549133,0.8093949556350708,-21.786273956298828
57,0,8.581768989562988,6.496028900146484,10.20577621459961,34.20011520385742,-38.498626708984375,-37.85267639160156,-0.5760640501976013,0.7876347303390503,-21.68263053894043
58,0,9.86849594116211,6.280223846435547,11.438551902770996,35.131309509277344,-39.45039367675781,-38.81132507324219,-0.5471328496932983,0.8054526448249817,-21.837690353393555
59,0,22.70757293701172,9.016414642333984,24.96167755126953,35.380584716796875,-39.645240783691406,-38.98495101928711,-0.5029168725013733,0.8326399922370911,-21.70455551147461
60,0,1.8550089597702026,6.464967727661133,3.4712510108947754,36.09455108642578,-40.41754913330078,-39.7327880859375,-0.5534465909004211,0.7976812124252319,-21.9384708404541
61,0,1.3803279399871826,6.236419677734375,2.9394328594207764,36.8843879699707,-41.342857360839844,-40.553985595703125,-0.5111930966377258,0.8346901535987854,-22.629638671875
62,0,17.161067962646484,8.241718292236328,19.22149658203125,37.485687255859375,-41.89142608642578,-41.24080276489258,-0.602836549282074,0.7681140899658203,-22.320499420166016
